"","ID","age_class","Education","Marital_Status","income_class","Country","LightFoodProds","MeatWinePur","WinePur","PurWithChild","GoldProds","Complain","Recency","Dt_Customer","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response"
"45",5740,"Gen-X","Master","Divorced","Poor","SP",-0.384525472449471,0.0642931265182967,-1.36698239833296,0.593443943086914,-0.00219908388336662,0,1,"2/14/13",0,0,0,0,0,1
"46",9595,"Boomers","Bachelor","Together","Middle","SP",0.673558938965101,1.57934984652491,-0.360668673899926,-0.707920315542824,-0.365856417346073,0,1,"1/11/13",0,0,0,0,0,1
"47",3158,"Gen-X","Bachelor","Married","Lower-Middle","SP",-0.347549049820757,-0.863120326271406,-0.733682643770566,-0.609310808475573,-0.362808245671487,0,1,"1/3/13",0,0,0,0,0,0
"48",5114,"Gen-X","Master","Married","Middle","AUS",-0.842576242893886,0.762041226408017,0.689410750031413,-0.160590517738066,-0.796861333095707,0,1,"12/19/12",0,0,0,0,0,0
"49",340,"Gen-X","Bachelor","Divorced","Middle","GER",-0.520391294099313,-0.426172281020711,0.43829719935796,-0.206858876269544,1.54185579026674,0,1,"12/15/12",1,0,0,0,0,1
"50",8805,"Boomers","Bachelor","Single","Lower-Middle","US",-0.469467420761009,-0.98016406085877,0.819550596688341,0.398433679905375,0.0734354840040454,0,1,"12/2/12",0,0,0,0,0,0
"51",1241,"Millennials","Master","Married","Poor","GER",-0.341263049260263,-0.97312706346713,-0.689732208592263,-0.247796928303744,-0.0885333730190419,0,1,"9/17/12",0,0,0,0,0,1
"52",1402,"Boomers","Master","Married","Middle","GER",1.04393149690202,1.66883811605675,-0.281531925801393,0.134582883229399,-0.458827357982591,0,1,"9/11/12",0,0,0,0,0,0
"53",7264,"Gen-X","Master","Single","Middle","SA",-0.153216331682628,-0.622234840870657,-1.22169231449467,0.844164261064869,-0.695331277075055,0,2,"5/12/14",0,0,0,0,0,0
"54",1619,"Boomers","Bachelor","Married","Middle","SP",1.10923955206552,2.55041065280108,-1.00287984734573,-0.403405489400783,-0.414064604000529,0,2,"4/28/14",0,0,0,0,0,1
"55",6398,"Gen-X","HighSchool","Married","Poor","SP",-0.199808571827815,-1.04184844457923,-0.391317408725056,-0.27053330867253,-0.321697785884771,0,2,"3/29/14",0,0,0,0,0,0
"56",1857,"Boomers","Bachelor","Single","Lower-Middle","SP",-0.436439919689333,-0.397899793800397,-0.965199233940685,0.490455424758958,-0.0530263764040757,0,2,"3/6/14",0,0,0,0,0,1
"57",4877,"Gen-X","Master","Married","Lower-Middle","IND",-0.522335512680134,-0.599891406190064,-0.752745687430713,-0.626576312976647,-0.513107791343018,0,2,"3/4/14",0,0,0,0,0,0
"58",3066,"Gen-X","PhD","Together","Middle","SA",-0.703056318607856,-0.0739072530411946,-0.146244675789634,-0.233078046693167,-0.318884641152037,0,2,"2/4/14",0,0,0,0,0,0
"59",10286,"Boomers","Bachelor","Married","Middle","SA",0.1691134823601,2.53140625530016,-0.139175507193369,-0.564919095906154,-1.22097064161434,0,2,"2/3/14",0,0,0,0,0,0
"60",1992,"Gen-X","Bachelor","Married","Middle","SP",-0.668404121092834,0.41833962812054,0.256041560672941,0.598894728703918,0.272796190453303,0,2,"1/1/14",0,0,0,1,0,1
"61",4246,"Millennials","Master","Single","Poor","SP",-0.992018547181073,-3.10225879825445,-0.726822309215842,-1.82460386755278,5.53720540841198,0,2,"12/12/13",0,0,0,0,0,0
"62",10623,"Boomers","Master","Together","Lower-Middle","SP",-0.552267232949464,-0.19985928419126,-0.946770957951208,-0.621750269707106,-0.594622946023007,0,2,"11/15/13",0,0,0,0,0,0
"63",4867,"Gen-X","PhD","Single","Lower-Middle","SP",-0.289697152917102,-0.462914165711385,-0.482988447722821,1.16574017860179,-0.482144336988159,0,2,"9/20/13",0,0,0,0,0,0
"64",3112,"Gen-X","Master","Married","Poor","SP",-0.436389201994322,-0.242394414547047,-1.0109180692213,-0.604868615430906,-0.511100550328957,0,2,"9/5/13",0,0,0,0,0,0
"65",4865,"Gen-X","Master","Divorced","Middle","AUS",-0.203812153504275,-0.00765746106689461,0.500928934704301,2.32597363048968,-0.796526092565724,0,2,"8/31/13",0,0,0,0,0,1
"66",6287,"Millennials","Bachelor","Together","Lower-Middle","SP",-0.619413315855327,-0.231883601230049,-1.02960884630487,-0.573741615177141,-0.288028204221053,0,2,"7/30/13",0,0,0,0,0,1
"67",4405,"Boomers","Master","Married","Middle","AUS",-0.620099536993523,0.266688899116388,1.50289246371106,0.522096803059487,-1.28761412783585,0,2,"7/30/13",0,0,0,0,0,0
"68",5332,"Boomers","Master","Married","Middle","IND",0.544172963140401,1.67675033664998,-0.683096323970397,-0.720654921571074,0.135507120258987,0,2,"7/27/13",0,0,0,0,0,0
"69",1519,"Gen-X","PhD","Single","Lower-Middle","SP",-0.169124957617898,-0.796403086682301,-0.514249150067956,0.808086183478102,-0.524359509737181,0,2,"6/22/13",0,0,0,0,0,1
"70",9080,"Gen-X","PhD","Single","Lower-Middle","SP",-0.169124957617898,-0.796403086682301,-0.514249150067956,0.808086183478102,-0.524359509737181,0,2,"6/22/13",0,0,0,0,0,0
"71",1772,"Gen-X","PhD","Married","Middle","CA",0.876235738727715,1.27488065855773,0.358999783540404,-0.841255642339022,1.30581291204017,0,2,"1/11/13",0,0,1,1,0,1
"72",5341,"Boomers","Master","Divorced","Middle","SA",2.74532363957579,-1.26837278626193,0.768985683510719,-0.318041326684266,-0.775249860134729,0,2,"1/5/13",0,0,1,0,0,0
"73",5510,"Gen-X","Master","Married","Lower-Middle","SP",-0.796875234505656,-0.170517057359622,0.106877748993138,0.0900193011044054,1.24864637598709,0,2,"11/21/12",0,0,0,0,0,0
"74",3887,"Gen-X","Bachelor","Single","Poor","IND",-0.137987338754771,-1.15133226249303,-0.655040453230777,-0.236324120624747,0.40005865957674,0,2,"11/11/12",0,0,0,0,0,1
"75",7022,"Gen-X","Bachelor","Married","Middle","SA",2.11515098220432,0.254933504413637,0.572059922257448,0.0184135889747232,-1.2790424444364,0,2,"9/28/12",0,0,0,0,0,0
"76",9999,"Gen-X","Bachelor","Together","Middle","SP",1.62130293791314,-0.986799652268718,1.57523467857573,-1.05460376650474,-0.709833255966079,0,2,"9/27/12",0,0,0,0,0,0
"77",10352,"Gen-X","Bachelor","Widow","Lower-Middle","SA",-0.27315553018413,-0.84687266070282,-0.625863592103329,0.845412731164035,0.123892580398542,0,2,"9/7/12",0,0,0,0,0,1
"78",7919,"Gen-X","PhD","Together","Middle","SP",-0.0514336967614817,-0.259303895491113,3.10013806955844,-1.20127023925191,-1.27832120812564,0,2,"8/13/12",0,0,0,0,0,1
"79",4114,"Gen-X","Master","Married","Middle","AUS",1.05298145589148,1.6270388122314,1.46230053308081,-0.543427154275372,-1.5048648982288,0,2,"8/11/12",0,0,0,0,0,0
"80",7990,"Boomers","Bachelor","Married","Poor","CA",-0.639433100062449,-0.39624718552537,-0.886345407484684,-1.32690556826407,-0.396588892131844,0,2,"8/2/12",0,0,0,0,0,0
"81",9888,"Gen-X","Bachelor","Together","Middle","SP",1.07949159654402,0.731751903276579,-0.149692159008941,-0.877852119289401,-0.365360349839513,0,3,"6/25/14",0,0,0,0,0,0
"82",4399,"Gen-X","Bachelor","Together","Middle","CA",1.07949159654402,0.731751903276579,-0.149692159008941,-0.877852119289401,-0.365360349839513,0,3,"6/25/14",0,0,0,0,0,0
"83",4452,"Boomers","Bachelor","Single","Middle","GER",-0.619989624559261,-0.725318582937622,0.777014658254978,0.370426023234035,-0.0279793529553722,0,3,"5/28/14",0,1,0,1,0,1
"84",4785,"Gen-X","PhD","Together","Middle","SA",-0.674593516590135,0.708263056031191,1.08011749358516,0.547875327297648,-1.28131812338886,0,3,"4/14/14",0,0,0,0,0,0
"85",8461,"Boomers","Bachelor","Divorced","Lower-Middle","SP",-0.171912336813898,-0.422990586387716,-1.31135482565861,0.844653095276709,-0.737599720194834,0,3,"3/10/14",0,0,0,0,0,0
"86",3878,"Millennials","Master","Single","Lower-Middle","SP",-0.246026652157304,-0.693222171021581,-0.88720117337877,-0.590523511590062,-0.304286185564103,0,3,"2/27/14",0,0,0,0,0,0
"87",9612,"Millennials","Master","Single","Poor","SP",-0.460881096688752,-0.809181610924938,-0.678358214045606,-1.33785680467934,-0.0492720131548835,0,3,"2/7/14",0,0,0,0,0,0
"88",4098,"Gen-X","Bachelor","Married","Poor","AUS",-0.205084046209897,-0.257213206751097,-0.788251352942288,0.844448270463806,-0.761795805714066,0,3,"1/28/14",0,0,0,0,0,0
"89",158,"Boomers","PhD","Together","Middle","SP",1.03653416500641,-0.212327254830762,0.297119279642892,-0.993464399501596,1.03748421808583,0,3,"11/17/13",1,0,0,0,0,1
"90",3896,"Millennials","Bachelor","Married","Poor","SP",-0.491253836555797,-0.608291133335864,-0.779748319239117,-0.620013001736734,-0.475503699064432,0,3,"11/7/13",0,0,0,0,0,0
"91",9970,"Gen-X","Bachelor","Together","Middle","CA",-0.0865188793429876,0.496670823809622,-0.986971666471585,-0.470039969145741,-0.832965697198528,0,3,"10/17/13",0,0,0,0,0,0
"92",4002,"Boomers","PhD","Married","Middle","SP",1.94211764308375,0.621045658654751,0.796274053549773,0.0796721409687056,-1.36288235417997,0,3,"10/13/13",0,0,0,0,0,0
"93",10914,"Gen-X","Bachelor","Single","Poor","SP",-0.321439689097023,0.184743207012661,-1.30647703016664,0.496391848399408,-0.743383933359013,0,3,"10/12/13",0,0,0,0,0,0
"94",7279,"Gen-X","PhD","Together","Middle","US",0.137343102428005,1.55722249006211,-0.83891132691368,-0.75524069481859,0.717586148431314,0,3,"9/30/13",0,0,0,0,0,0
"95",10582,"Millennials","Bachelor","Married","Middle","GER",0.463353812314618,0.629130498996627,0.10873596292961,0.0724190630756036,0.199069620159673,0,3,"7/3/13",0,0,0,0,0,0
"96",4470,"Boomers","Master","Married","Middle","SP",-0.575004613489426,0.0753965206045175,-0.794351987604561,-0.56957718793488,-0.259598841210498,0,3,"6/10/13",0,0,0,0,0,0
"97",6183,"Boomers","Master","Married","Middle","GER",-0.575004613489426,0.0753965206045175,-0.794351987604561,-0.56957718793488,-0.259598841210498,0,3,"6/10/13",0,0,0,0,0,0
"98",6379,"Boomers","Master","Widow","Lower-Middle","US",-0.509752793319767,-0.121910926164716,-0.993942928763225,0.904824529797398,0.165877468371132,0,3,"5/29/13",0,0,0,0,0,1
"99",8601,"Millennials","Bachelor","Married","Middle","AUS",2.54741716432431,-0.0955193800885814,0.0990186980580821,0.358232277886721,0.54684615348263,0,3,"4/29/13",0,0,0,0,0,0
"100",4827,"Boomers","PhD","Single","Middle","SP",0.310810836178842,0.48957990202464,0.118672126952565,1.07506447636353,-1.02890835010755,0,3,"3/10/13",0,0,0,0,0,1
"101",6715,"Boomers","PhD","Single","Middle","SP",-0.566506646844983,0.0821209415068662,1.49897069707055,1.20549231339198,-0.753682519598576,0,3,"1/2/13",0,0,0,0,0,0
"102",10676,"Millennials","Bachelor","Married","Middle","SP",2.70285848673778,1.22892982578637,-1.77505887038267,0.0706387093244049,2.0562954163841,0,3,"11/2/12",0,0,0,0,0,1
"103",1041,"Gen-X","PhD","Single","Lower-Middle","SA",-0.627796351158669,-0.935938387468687,1.06467805833778,0.704694304717388,0.216105953708608,0,3,"10/18/12",0,0,0,0,0,1
"104",492,"Gen-X","PhD","Other","Lower-Middle","CA",-0.627796351158669,-0.935938387468687,1.06467805833778,0.704694304717388,0.216105953708608,0,3,"10/18/12",0,0,0,0,0,0
"105",11133,"Gen-X","PhD","Other","Lower-Middle","IND",-0.627796351158669,-0.935938387468687,1.06467805833778,0.704694304717388,0.216105953708608,0,3,"10/18/12",0,0,0,0,0,1
"106",4491,"Boomers","Master","Married","Middle","SP",-1.25904899497199,1.17445810078594,1.53650659606283,3.70922549565216,-0.56767270200358,0,3,"10/1/12",0,1,0,0,0,0
"107",873,"Boomers","Master","Married","Middle","SP",-1.25904899497199,1.17445810078594,1.53650659606283,3.70922549565216,-0.56767270200358,0,3,"10/1/12",0,1,0,0,0,1
"108",1631,"Gen-X","PhD","Together","Middle","GER",-0.411383267356366,0.0173628488392683,2.05690380539518,-0.195618727436991,-0.74992852659168,0,3,"9/3/12",0,0,0,0,0,1
"109",8278,"Millennials","PhD","Married","Middle","SP",1.4839734461037,-0.51458277942474,1.29215491541782,-1.10622450075444,-0.643444854111613,0,3,"8/26/12",0,0,0,0,0,0
"110",6815,"Millennials","Master","Married","Middle","SP",0.470636728398354,0.109972046217135,0.823261497992613,-1.40589019463116,-0.0307665668759661,0,4,"5/23/14",1,0,1,1,0,1
"111",254,"Boomers","Bachelor","Together","Middle","SP",-0.65858391919696,-0.919484344908332,1.25935907221176,-0.0358779243579636,-0.239946233371242,0,4,"5/17/14",0,1,0,0,0,0
"112",1349,"Gen-X","Bachelor","Married","Middle","IND",-0.372502876329802,-0.418455802633207,-0.711550194253459,0.117810306869594,-0.146700391287561,0,4,"4/21/14",0,0,0,0,0,0
"113",2534,"Boomers","Bachelor","Married","Lower-Middle","AUS",-0.607617017332179,-0.720092259282881,-0.258121849198312,-0.287171772853426,0.410264180068132,0,4,"4/21/14",0,0,0,0,0,0
"114",2130,"Millennials","Bachelor","Together","Lower-Middle","SA",-0.256779424557612,-0.373820337471773,-0.798695052116307,0.15775507272579,-0.202868764883298,0,4,"3/23/14",0,0,0,0,0,1
"115",2296,"Gen-X","Master","Married","Lower-Middle","SP",-0.482103788336703,-0.438119000582315,-1.05384037434475,-0.618870617608478,-0.256537888310073,0,4,"12/16/13",1,0,0,0,0,0
"116",3799,"Boomers","Bachelor","Married","Middle","US",-0.217219261555196,-0.0675561005110363,0.759517480016562,0.257190908077443,1.58750960835768,0,4,"11/26/13",0,0,0,0,0,0
"117",11084,"Gen-X","Master","Together","Middle","CA",-1.13184641141907,0.638008728604298,0.735462397020359,-0.0908279217874617,0.0313602229520107,0,4,"11/14/13",0,0,0,0,0,1
"118",5172,"Gen-X","Master","Together","Middle","SP",-1.13184641141907,0.638008728604298,0.735462397020359,-0.0908279217874617,0.0313602229520107,0,4,"11/14/13",0,0,0,0,0,0
"119",9504,"Boomers","Master","Married","Middle","SP",1.36987721714298,1.79145896363201,-0.151313277636814,-0.456677682305288,-0.836166297920133,0,4,"11/6/13",0,0,0,0,0,1
"120",850,"Gen-X","Bachelor","Single","Middle","SP",0.233696621298906,0.693262108199335,0.542857051052336,0.0894069235084033,-0.736954188313227,0,4,"10/6/13",0,0,0,0,0,0
"121",4477,"Boomers","Bachelor","Together","Middle","GER",0.780661166366094,-0.509897384802374,0.308410358082657,-0.426018220570647,0.495748642451466,0,4,"9/27/13",0,0,0,0,0,0
"122",1945,"Boomers","Bachelor","Married","Middle","SP",1.42349762235531,-0.203177533792747,0.267965124443962,0.410031369350484,2.14700149759352,0,4,"9/18/13",0,1,0,1,0,0
"123",7685,"Gen-X","Bachelor","Married","Lower-Middle","SP",-0.284929977294636,-0.405920153271327,-0.709952799478105,-0.610136138391764,-0.473157425052829,0,4,"9/9/13",0,0,0,0,0,0
"124",6310,"Gen-X","Bachelor","Married","Lower-Middle","CA",-0.284929977294636,-0.405920153271327,-0.709952799478105,-0.610136138391764,-0.473157425052829,0,4,"9/9/13",0,0,0,0,0,0
"125",10832,"Boomers","Bachelor","Together","Lower-Middle","SP",-0.897395279406523,-1.06108588763805,0.590966048544615,-1.47421797625849,1.85468138110616,0,4,"7/18/13",0,0,0,0,0,0
"126",3025,"Boomers","Bachelor","Single","Lower-Middle","CA",-0.365231934444119,-0.824596737118239,0.641741117749976,0.0526136893505031,-0.600536391989838,0,4,"7/8/13",0,0,0,0,0,0
"127",2404,"Gen-X","Bachelor","Married","Middle","US",-0.361795862525693,-0.578844402237674,-0.0579700689427154,1.14653500319215,0.151031143729269,0,4,"5/27/13",0,0,0,0,0,0
"128",8581,"Gen-X","Master","Married","Lower-Middle","SP",-0.563130245127102,-0.449708366490158,2.02336637821439,2.86189487506854,-0.315094195134059,0,4,"3/5/13",0,0,0,0,0,0
"129",8755,"Boomers","Master","Married","Middle","AUS",0.840225829104132,0.348894891250891,0.46439462642116,-0.785172534981593,-0.688516597693604,0,4,"2/20/13",0,0,0,0,0,0
"130",10177,"Boomers","Bachelor","Divorced","Middle","SP",2.39365915939793,0.255324914719107,-0.432588517580127,0.618835814550886,1.32423632657143,0,4,"2/14/13",0,0,0,0,0,0
"131",2429,"Boomers","Bachelor","Divorced","Middle","CA",2.39365915939793,0.255324914719107,-0.432588517580127,0.618835814550886,1.32423632657143,0,4,"2/14/13",0,0,0,0,0,0
"132",8920,"Gen-X","Master","Single","Middle","IND",0.0864190536765047,-0.656497866116534,2.07529898051255,0.24407228680154,0.580392540129165,0,4,"1/12/13",0,0,0,0,0,0
"133",8430,"Boomers","Bachelor","Together","Poor","AUS",-0.518305171244684,-0.0755806265167119,-1.1938048386159,-0.587701782414649,-0.546063104617537,0,4,"12/24/12",0,0,0,0,0,0
"134",8619,"Boomers","Bachelor","Together","Poor","SP",-0.518305171244684,-0.0755806265167119,-1.1938048386159,-0.587701782414649,-0.546063104617537,0,4,"12/24/12",0,0,0,0,0,0
"135",8996,"Boomers","PhD","Married","Middle","GER",1.16772876254417,-0.23747695603624,0.453692653375715,5.0280226084839,-0.025236225119155,0,4,"11/19/12",0,0,0,0,0,0
"136",7233,"Gen-X","Bachelor","Married","Middle","CA",1.12708089908057,1.05820303501074,-0.524231168751808,-0.362889987280641,1.76123845503772,0,4,"9/17/12",0,0,0,1,0,0
"137",6678,"Millennials","Bachelor","Together","Lower-Middle","IND",-0.374437099387767,-0.777226085552865,-0.288189438406038,-0.283583034282163,-0.462719023048553,0,5,"3/28/14",0,0,0,0,0,0
"138",830,"Millennials","PhD","Single","Middle","IND",1.41068074101275,0.85120170959344,0.156321586888961,-0.813678175341325,-0.539365172900122,0,5,"2/24/14",0,0,1,1,0,1
"139",6365,"Millennials","Master","Married","Lower-Middle","IND",-0.369111183159229,-0.727866533444871,-0.642655585823652,-1.33699874859061,0.0547704275151618,0,5,"9/2/13",0,0,0,0,0,0
"140",6770,"Millennials","Bachelor","Married","Poor","US",-0.401380046859067,-0.382515587558339,-0.967619174456945,-0.215157902007404,0.216178090650156,0,5,"8/20/13",1,0,0,0,0,1
"141",2261,"Gen-X","Bachelor","Married","Poor","GER",-0.490525074711562,-0.6330212887502,-0.93429085564589,-0.625341109257389,-0.324501372641245,0,5,"6/23/13",0,0,0,0,0,0
"142",1031,"Millennials","Master","Married","Middle","IND",-0.965829679413497,1.77985025641586,1.12935922048977,-0.877980274208564,-0.469398158466527,0,5,"5/5/13",0,0,1,0,0,0
"143",10089,"Gen-X","Bachelor","Divorced","Upper-Middle","SA",2.78961277305193,0.44509095488901,0.146802565605215,-0.414454380302558,0.808551310314127,0,5,"4/5/13",0,1,1,1,1,1
"144",9256,"Gen-X","Bachelor","Single","Middle","SP",1.22132000375533,-0.643080767031165,1.44371121946377,0.719636286659572,0.0629549713588894,0,5,"1/4/13",0,0,0,0,0,0
